순번,영화명,감독,배급사,개봉일,영화유형,국적,전국스크린수,전국매출액.1,전국매출액,전국관객수,전국관객수,서울매출액,서울매출액,서울관객수,장르,등급,영화구분
510,사랑이 눈뜰 때,마이클 메일러,0,2020-08-26,개봉영화,북아메리카,92,0.0034843,34843,4.98,498,"16,863","1,686,300",228,드라마,12세이상관람가,독립/예술영화
511,선샤인 패밀리,김태식,0,2020-12-31,개봉영화,한국,26,0.00348057,34805.7,4.14,414,"21,721","2,172,070",245,드라마,12세이상관람가,독립/예술영화
512,골든맨,빈센조 알피리,0,2021-01-27,개봉영화,유럽,25,0.0033266,33266,4.41,441,"9,556","955,600",130,범죄,15세이상관람가,독립/예술영화
513,이십일세기 소녀,야마토 유키,0,2020-09-03,개봉영화,아시아,20,0.0032794,32794,3.82,382,"26,554","2,655,400",292,드라마,15세이상관람가,독립/예술영화
514,루비,박한진,0,2020-07-30,개봉영화,한국,12,0.0032629,32629,3.8,380,"29,154","2,915,400",329,드라마,12세이상관람가,독립/예술영화
515,워터 릴리스,셀린 시아마,0,2020-08-13,개봉영화,유럽,89,0.0032555,32555,3.67,367,"23,755","2,375,500",265,드라마,15세이상관람가,독립/예술영화
516,메기,이옥섭,0,2019-09-26,개봉영화,한국,155,0.00325,32500,4.14,414,"25,010","2,501,000",301,미스터리,15세이상관람가,독립/예술영화
517,퀸 오브 아이스,안네 세비스퀴,0,2020-03-26,개봉영화,유럽,36,0.00310984,31098.4,4.19,419,"17,469","1,746,880",239,드라마,15세이상관람가,독립/예술영화
518,두 교황,페르난도 메이렐레스,0,2019-12-11,개봉영화,북아메리카,66,0.00304982,30498.2,5.96,596,"17,673","1,767,280",337,드라마,12세이상관람가,독립/예술영화
519,사라센의 칼,임재영,0,2021-01-14,개봉영화,한국,14,0.003045,30450,3.48,348,"20,809","2,080,900",217,드라마,15세이상관람가,독립/예술영화
520,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,히시다 마사카즈,0,2020-04-02,개봉영화,아시아,55,0.00303201,30320.1,3.66,366,"18,786","1,878,600",216,애니메이션,12세이상관람가,일반영화
521,게임의 법칙: 인간사냥,이수성,0,2021-01-28,개봉영화,한국,20,0.003011,30110,3.81,381,"12,565","1,256,500",155,스릴러,청소년관람불가,일반영화
522,하트,정가영,0,2020-02-27,개봉영화,한국,11,0.0029465,29465,3.68,368,"24,075","2,407,500",287,드라마,청소년관람불가,독립/예술영화
523,동아시아반일무장전선,김미례,0,2020-08-20,개봉영화,한국,23,0.002905,29050,3.86,386,"25,000","2,500,000",326,다큐멘터리,15세이상관람가,독립/예술영화
524,시체들의 새벽,조지 A. 로메로,0,2020-04-15,개봉영화,북아메리카,8,0.0028912,28912,3.27,327,"26,583","2,658,300",298,공포(호러),15세이상관람가,독립/예술영화
525,페인 앤 글로리,페드로 알모도바르,0,2020-02-05,개봉영화,유럽,198,0.00271192,27119.2,3.12,312,"25,084","2,508,420",284,드라마,청소년관람불가,독립/예술영화
526,머리카락,이미해,0,2020-12-10,개봉영화,한국,12,0.00264667,26466.7,2.98,298,"19,901","1,990,070",210,다큐멘터리,전체관람가,독립/예술영화
527,스윈들러,이동환,0,2020-10-08,개봉영화,한국,16,0.002634,26340,3.3,330,"16,545","1,654,500",201,드라마,15세이상관람가,독립/예술영화
528,"오늘, 우리 2","양재준,이나연,이준섭,여장천",0,2021-01-21,개봉영화,한국,14,0.0026332,26332,3.17,317,"20,652","2,065,200",234,드라마,12세이상관람가,독립/예술영화
529,국도극장,전지희,0,2020-05-29,개봉영화,한국,7,0.002581,25810,3.37,337,"14,010","1,401,000",171,드라마,12세이상관람가,독립/예술영화
530,16세의 사운드트랙,힐러리 셰익스피어,0,2020-07-02,개봉영화,유럽,19,0.0024604,24604,2.86,286,"15,029","1,502,900",165,코미디,12세이상관람가,독립/예술영화
531,낮손님,박세민,0,2020-04-15,개봉영화,한국,19,0.0024045,24045,3.45,345,"20,370","2,037,000",286,코미디,청소년관람불가,일반영화
532,보체크,윌리엄 켄트리지,0,2020-08-18,개봉영화,북아메리카,6,0.0023179,23179,1,100,"18,521","1,852,100",80,공연,12세이상관람가,일반영화
533,인플루언서,오영근,0,2020-11-25,개봉영화,한국,7,0.0022929,22929,2.29,229,"17,390","1,739,000",164,다큐멘터리,전체관람가,일반영화
534,마티아스와 막심,자비에 돌란,0,2020-07-23,개봉영화,북아메리카,91,0.002281,22810,2.11,211,"21,940","2,194,000",197,드라마,15세이상관람가,독립/예술영화
535,엽문 리부트 2020,이입명,0,2020-11-26,개봉영화,아시아,24,0.00227777,22777.7,3.02,302,"3,639","363,900",48,액션,12세이상관람가,독립/예술영화
536,래미와 친구들: 푸른푸른 초원의 위기,웨이밍 황,0,2020-07-30,개봉영화,아시아,18,0.0022526,22526,3.04,304,"3,741","374,100",47,애니메이션,전체관람가,일반영화
537,문신을 한 신부님,얀 코마사,0,2020-02-13,개봉영화,유럽,57,0.00222836,22283.6,2.57,257,"15,314","1,531,360",177,드라마,15세이상관람가,독립/예술영화
538,밤쉘: 세상을 바꾼 폭탄선언,제이 로치,0,2020-07-08,개봉영화,북아메리카,882,0.002196,21960,4.3,430,"21,800","2,180,000",428,드라마,15세이상관람가,독립/예술영화
539,더 워닝,다니엘 칼파소로,0,2020-05-06,개봉영화,유럽,32,0.0020685,20685,4.48,448,"7,205","720,500",140,스릴러,15세이상관람가,독립/예술영화
540,더 테러리스트,,0,2020-02-26,개봉영화,기타,17,0.002041,20410,2.74,274,"16,386","1,638,600",214,범죄,15세이상관람가,독립/예술영화
541,데드워터,,0,2020-05-28,개봉영화,북아메리카,10,0.002,20000,4,400,0,0,0,스릴러,15세이상관람가,독립/예술영화
542,이웃의 아내,아론 하비,0,2020-05-26,개봉영화,북아메리카,10,0.002,20000,4,400,0,0,0,스릴러,15세이상관람가,독립/예술영화
543,붉은 눈,,0,2020-12-24,개봉영화,아시아,5,0.00196537,19653.7,3.79,379,"15,654","1,565,370",299,미스터리,청소년관람불가,독립/예술영화
544,맨슨 패밀리,앤드류 존스,0,2020-06-15,개봉영화,유럽,1,0.001942,19420,18.64,"1,864","19,410","1,941,000","1,863",공포(호러),15세이상관람가,일반영화
545,"시, 나리오",김동원,0,2020-07-02,개봉영화,한국,18,0.001928,19280,2.43,243,"9,395","939,500",104,드라마,15세이상관람가,독립/예술영화
546,소년 아메드,"장 피에르 다르덴,뤽 다르덴",0,2020-07-30,개봉영화,유럽,82,0.0019195,19195,3.73,373,"17,300","1,730,000",341,드라마,12세이상관람가,독립/예술영화
547,무협: 더 코드,조니 우,0,2020-06-22,개봉영화,북아메리카,1,0.001888,18880,18.22,"1,822","18,870","1,887,000","1,821",액션,15세이상관람가,일반영화
548,사냥의 시간: 데스 게임,아론 머티스,0,2020-06-22,개봉영화,북아메리카,1,0.001869,18690,17.99,"1,799","18,680","1,868,000","1,798",공포(호러),청소년관람불가,일반영화
549,이 멋진 세계에 축복을! 붉은 전설,카나사키 타카오미,0,2020-02-06,개봉영화,아시아,57,0.0018554,18554,2.13,213,"18,554","1,855,400",213,애니메이션,15세이상관람가,일반영화
550,7월7일,손승현,0,2020-09-02,개봉영화,한국,18,0.00184656,18465.6,2.19,219,"12,836","1,283,580",145,드라마,12세이상관람가,독립/예술영화
551,개 같은 것들,최종학,0,2020-12-17,개봉영화,한국,2,0.001797,17970,2.07,207,"17,650","1,765,000",203,드라마,청소년관람불가,일반영화
552,"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다",리 토시오,0,2020-02-20,개봉영화,아시아,34,0.00174692,17469.2,2.11,211,"15,449","1,544,920",181,멜로/로맨스,12세이상관람가,독립/예술영화
553,이별식당,임왕태,0,2020-08-27,개봉영화,한국,24,0.00172418,17241.8,2.24,224,"10,945","1,094,500",136,뮤지컬,12세이상관람가,독립/예술영화
554,디노소어 어드벤쳐,,0,2021-01-27,개봉영화,북아메리카,26,0.00171807,17180.7,2.27,227,"4,220","422,000",56,어드벤처,15세이상관람가,일반영화
555,이별의 목적,이건우,0,2020-09-10,개봉영화,한국,15,0.00169047,16904.7,2.14,214,"9,975","997,500",124,멜로/로맨스,12세이상관람가,독립/예술영화
556,애니멀 크래커,토니 밴크로프트,0,2020-08-05,개봉영화,북아메리카,473,0.0016764,16764,2.4,240,"13,640","1,364,000",195,애니메이션,전체관람가,독립/예술영화
557,벌새,김보라,0,2019-08-29,개봉영화,한국,145,0.00167,16700,2.27,227,"4,840","484,000",65,드라마,15세이상관람가,독립/예술영화
558,여름날,오정석,0,2020-08-20,개봉영화,한국,12,0.0016185,16185,2.39,239,"7,915","791,500",98,드라마,전체관람가,독립/예술영화
559,잠자는 숲 속의 미녀,마리우스 프티파,0,2020-05-02,개봉영화,유럽,3,0.001617,16170,0.76,76,"9,600","960,000",39,공연,전체관람가,일반영화
560,벨빌 캅,라시드 부샤렙,0,2020-06-25,개봉영화,유럽,5,0.0016005,16005,2.02,202,"10,420","1,042,000",131,범죄,15세이상관람가,독립/예술영화
561,나이트 언데드,,0,2021-01-27,개봉영화,북아메리카,20,0.001585,15850,3.11,311,"12,100","1,210,000",236,미스터리,15세이상관람가,일반영화
562,덩케르크 이스케이프,,0,2020-08-20,개봉영화,유럽,13,0.0015729,15729,2.17,217,"6,864","686,400",87,전쟁,15세이상관람가,독립/예술영화
563,젊은 모녀,왕지방,0,2020-09-10,개봉영화,한국,20,0.001562,15620,2.69,269,"6,690","669,000",125,멜로/로맨스,청소년관람불가,일반영화
564,용감한 토끼 당당이,증헌림,0,2020-12-17,개봉영화,아시아,5,0.00155,15500,3.1,310,0,0,0,애니메이션,전체관람가,독립/예술영화
565,브레이크,,0,2020-05-20,개봉영화,유럽,5,0.0015,15000,3,300,0,0,0,스릴러,15세이상관람가,독립/예술영화
566,탱크 투 베를린,,0,2020-12-23,개봉영화,유럽,16,0.00149874,14987.4,2.04,204,"8,778","877,800",98,액션,15세이상관람가,독립/예술영화
567,일 트로바토레,프랑코 제피렐리,0,2020-01-12,개봉영화,유럽,5,0.001485,14850,0.56,56,"6,180","618,000",25,공연,전체관람가,일반영화
568,너와 파도를 탈 수 있다면,유아사 마사아키,1,2020-07-08,개봉영화,아시아,257,0.001421,14210,1.35,135,"14,210","1,421,000",135,애니메이션,12세이상관람가,독립/예술영화
569,세트플레이,문승욱,0,2020-12-10,개봉영화,한국,16,0.001363,13630,1.7,170,"5,845","584,500",72,드라마,청소년관람불가,독립/예술영화
570,좋은 여자,전규환,0,2020-05-28,개봉영화,한국,5,0.001217,12170,1.63,163,"9,685","968,500",125,드라마,청소년관람불가,독립/예술영화
571,아르코라이브 의자 고치는 여인,,0,2020-05-20,개봉영화,한국,6,0.0012055,12055,1.02,102,"10,295","1,029,500",86,공연,12세이상관람가,일반영화
572,이장,정승오,0,2020-03-25,개봉영화,한국,82,0.001196,11960,2.08,208,"1,000","100,000",12,드라마,12세이상관람가,독립/예술영화
573,누드모델의 목적,,0,2020-04-03,개봉영화,한국,10,0.001183,11830,2.44,244,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
574,환각섹스,,0,2020-04-03,개봉영화,한국,10,0.001183,11830,2.44,244,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
575,블라인드 파트너,이로운,0,2020-03-19,개봉영화,한국,18,0.001181,11810,2.42,242,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
576,스폰서 X,에로핑,0,2020-03-27,개봉영화,한국,18,0.001181,11810,2.42,242,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
577,새엄마의 목적,이로운,0,2020-03-19,개봉영화,한국,17,0.00118,11800,2.41,241,"11,410","1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
578,아크나텐,,0,2020-07-07,개봉영화,북아메리카,5,0.0011713,11713,0.5,50,"8,293","829,300",35,공연,전체관람가,일반영화
579,사마에게,"와드 알-카팁,에드워드 와츠",0,2020-01-23,개봉영화,유럽,75,0.00116986,11698.6,1.25,125,"11,369","1,136,860",121,다큐멘터리,15세이상관람가,독립/예술영화
580,야구소녀,최윤태,0,2020-06-18,개봉영화,한국,264,0.001169,11690,2.22,222,"1,000","100,000",19,드라마,12세이상관람가,독립/예술영화
581,좀비파이터,임지환,0,2020-04-16,개봉영화,한국,5,0.001137,11370,1.36,136,"8,010","801,000",88,공포(호러),15세이상관람가,독립/예술영화
582,터칭 더 보이드,케빈 맥도널드,0,2020-09-24,개봉영화,유럽,8,0.00113064,11306.4,1.62,162,"8,817","881,660",126,다큐멘터리,12세이상관람가,독립/예술영화
583,초대받은 배달부,이상수,0,2021-01-01,개봉영화,한국,20,0.001066,10660,1.79,179,"7,200","720,000",126,멜로/로맨스,청소년관람불가,일반영화
584,마농 레스코,,0,2020-08-03,개봉영화,유럽,5,0.0010335,10335,0.69,69,"3,295","329,500",22,공연,12세이상관람가,일반영화
585,더 듀얼,,0,2020-11-19,개봉영화,북아메리카,5,0.001,10000,2,200,0,0,0,범죄,청소년관람불가,독립/예술영화
586,런 위드 더 헌티드,,0,2020-11-04,개봉영화,북아메리카,5,0.001,10000,2,200,0,0,0,범죄,15세이상관람가,독립/예술영화
587,犬견 : 버려진 아이들,서하늘,0,2020-10-18,개봉영화,한국,1,0.000996,9960,3.15,315,0,0,0,범죄,15세이상관람가,독립/예술영화
588,18 섹시퀸 유진의 섹스 스캔들,최진철,0,2020-11-13,개봉영화,한국,20,0.000968,9680,1.69,169,"6,660","666,000",125,멜로/로맨스,청소년관람불가,일반영화
589,불륜의 세계,신성진,0,2020-07-10,개봉영화,한국,20,0.000965,9650,1.69,169,"6,600","660,000",123,기타,청소년관람불가,일반영화
590,구멍동서,이상수,0,2020-07-20,개봉영화,한국,20,0.000961,9610,1.69,169,"6,600","660,000",123,기타,청소년관람불가,일반영화
591,용주골 2,김종석,0,2020-11-12,개봉영화,한국,20,0.00096,9600,1.69,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
592,천년여우 구미호,최환,0,2020-12-03,개봉영화,한국,11,0.000957,9570,2.31,231,"9,140","914,000",188,멜로/로맨스,청소년관람불가,일반영화
593,관전녀2,김종석,0,2020-11-06,개봉영화,한국,20,0.000955,9550,1.69,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
594,음란 과외 3,김종석,0,2020-11-26,개봉영화,한국,20,0.000954,9540,1.71,171,"6,670","667,000",127,멜로/로맨스,청소년관람불가,일반영화
595,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,0,2020-08-13,개봉영화,유럽,30,0.00094937,9493.7,1.02,102,"7,454","745,370",73,다큐멘터리,전체관람가,독립/예술영화
596,이모의유혹3,원명준,0,2020-05-29,개봉영화,한국,20,0.000946,9460,1.69,169,"6,690","669,000",125,멜로/로맨스,청소년관람불가,일반영화
597,어린 그녀,정태준,0,2020-04-09,개봉영화,한국,20,0.000943,9430,1.69,169,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
598,젊은엄마5,정도수,0,2020-04-08,개봉영화,한국,20,0.000943,9430,1.69,169,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
599,주인집 딸,계장혁,0,2020-05-07,개봉영화,한국,21,0.000942,9420,1.7,170,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
600,금의위 3인의 무사,등연성,0,2021-01-21,개봉영화,아시아,20,0.000941,9410,2.1,210,"9,030","903,000",172,액션,15세이상관람가,독립/예술영화
601,옆집소녀4,원명준,0,2020-07-03,개봉영화,한국,19,0.00094,9400,1.69,169,"6,640","664,000",125,멜로/로맨스,청소년관람불가,일반영화
602,기색충,김종석,0,2020-09-10,개봉영화,한국,25,0.00094,9400,1.74,174,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
603,섹스의 세계,김종석,0,2020-09-17,개봉영화,한국,25,0.00094,9400,1.74,174,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
604,초대녀 3,김종석,0,2020-12-10,개봉영화,한국,20,0.00094,9400,1.69,169,"6,700","670,000",126,멜로/로맨스,청소년관람불가,일반영화
605,극장판 원피스 스탬피드,,0,2020-02-13,개봉영화,아시아,372,0.00093996,9399.6,0.97,97,"9,320","931,960",96,애니메이션,전체관람가,일반영화
606,그녀의 모유는 백신,정미나,0,2020-08-21,개봉영화,한국,20,0.000937,9370,1.7,170,"6,630","663,000",125,성인물(에로),청소년관람불가,일반영화
607,몽정 : 파는여자,왕지방,0,2020-04-09,개봉영화,한국,20,0.000936,9360,1.69,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
608,주부남편의 발기찬 바깥생활,정미나,0,2020-07-31,개봉영화,한국,20,0.000935,9350,1.69,169,"6,630","663,000",125,성인물(에로),청소년관람불가,일반영화
609,미세스 잘주리 미스 안주리,김종석,0,2021-01-07,개봉영화,한국,21,0.000935,9350,1.7,170,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
610,애완남,김종석,0,2020-10-23,개봉영화,한국,20,0.000935,9350,1.69,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
611,어린 엄마4,김종석,0,2020-10-23,개봉영화,한국,20,0.000935,9350,1.69,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
612,처제가 왜 거기서 나와?,김종석,0,2020-12-23,개봉영화,한국,20,0.000935,9350,1.69,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
613,형수 길들이기,정태준,0,2020-10-07,개봉영화,한국,20,0.000935,9350,1.69,169,"6,630","663,000",125,멜로/로맨스,청소년관람불가,일반영화
614,막내 처제 2,정진호,0,2020-03-12,개봉영화,한국,20,0.000933,9330,1.69,169,"6,660","666,000",126,멜로/로맨스,청소년관람불가,일반영화
615,여선생3,최성은,0,2020-03-20,개봉영화,한국,20,0.000933,9330,1.69,169,"6,660","666,000",126,기타,청소년관람불가,일반영화
616,어린 처제 4,계장혁,0,2020-03-19,개봉영화,한국,20,0.000931,9310,1.69,169,"6,660","666,000",126,멜로/로맨스,청소년관람불가,일반영화
617,에이리,오오토모 케이시,0,2021-01-22,개봉영화,아시아,1,0.00092654,9265.4,0.86,86,"9,265","926,540",86,미스터리,15세이상관람가,독립/예술영화
618,아르코 라이브 완창판소리프로젝트2 강산제수궁가,,0,2020-04-14,개봉영화,한국,7,0.000917,9170,0.77,77,"1,980","198,000",17,공연,전체관람가,일반영화
619,두 번째 엄마-불륜정사,최환,0,2020-12-03,개봉영화,한국,20,0.000912,9120,1.91,191,"9,030","903,000",182,멜로/로맨스,청소년관람불가,일반영화
620,딸의 친구 5,계장혁,0,2020-04-23,개봉영화,한국,20,0.000883,8830,1.67,167,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
621,새아가,계장혁,0,2020-04-23,개봉영화,한국,20,0.000883,8830,1.67,167,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
622,카잔자키스,,0,2020-01-30,개봉영화,기타,21,0.00087706,8770.6,1,100,"8,771","877,060",100,드라마,12세이상관람가,독립/예술영화
623,죽이는 여자,애슐리 해밀턴,0,2020-08-23,개봉영화,북아메리카,1,0.000871,8710,8.23,823,"8,710","871,000",823,공포(호러),청소년관람불가,일반영화
624,할로윈: 살인마 잭,앤드류 존스,0,2020-07-21,개봉영화,유럽,1,0.000869,8690,8.21,821,"8,690","869,000",821,공포(호러),15세이상관람가,일반영화
625,기도하는 남자,강동헌,0,2020-02-20,개봉영화,한국,34,0.0008505,8505,1.39,139,"4,825","482,500",73,드라마,15세이상관람가,독립/예술영화
626,블러드: 궁금한 이야기,,0,2020-06-15,개봉영화,유럽,1,0.000842,8420,8.18,818,"8,410","841,000",817,공포(호러),15세이상관람가,일반영화
627,피그테일:피그테일과 거미소녀 그리고 레슬링,"카이야 토시히사,유아사 마사아키",0,2020-07-09,개봉영화,아시아,12,0.000823,8230,1.05,105,"6,390","639,000",81,애니메이션,15세이상관람가,독립/예술영화
628,사내정사: 은밀한 회의실,이두희,0,2020-04-24,개봉영화,한국,20,0.000821,8210,1.65,165,"6,040","604,000",122,드라마,청소년관람불가,일반영화
629,카르멘,,0,2020-06-03,개봉영화,유럽,6,0.00082,8200,0.37,37,"4,820","482,000",20,공연,12세이상관람가,일반영화
630,어서오시게스트하우스,심요한,0,2020-08-13,개봉영화,한국,58,0.000776,7760,1.05,105,"2,090","209,000",27,드라마,15세이상관람가,독립/예술영화
631,백년의 기억,피에르 올리비에 프랑수아,0,2020-06-11,개봉영화,유럽,6,0.000755,7550,1.49,149,240,"24,000",4,다큐멘터리,전체관람가,독립/예술영화
632,미스터 주: 사라진 VIP,김태윤,1,2020-01-22,개봉영화,한국,692,0.00075,7500,1.5,150,"4,500","450,000",90,코미디,12세이상관람가,일반영화
633,설화,최형렬,0,2020-04-16,개봉영화,한국,4,0.000743,7430,1.29,129,"3,000","300,000",60,스릴러,15세이상관람가,독립/예술영화
634,기묘한 이야기: 리플레이,,0,2020-08-23,개봉영화,북아메리카,1,0.000738,7380,6.96,696,"7,380","738,000",696,어드벤처,15세이상관람가,일반영화
635,좀비캠프,데이빗 마탈론,0,2020-09-25,개봉영화,북아메리카,5,0.0007,7000,1.4,140,"3,000","300,000",60,스릴러,청소년관람불가,독립/예술영화
636,장모님들의 사랑,왕지방,0,2020-05-13,개봉영화,한국,20,0.000689,6890,1.38,138,"6,160","616,000",123,멜로/로맨스,청소년관람불가,일반영화
637,더 프린세스 : 도둑맞은 공주,올레말라므,0,2020-08-12,개봉영화,유럽,423,0.0006736,6736,0.92,92,0,0,0,애니메이션,전체관람가,일반영화
638,외출 3,구재은,0,2020-09-28,개봉영화,한국,19,0.000672,6720,1.34,134,"2,090","209,000",42,멜로/로맨스,청소년관람불가,일반영화
639,화끈한 미용실,김춘수,0,2020-09-09,개봉영화,한국,20,0.000672,6720,1.34,134,"6,090","609,000",122,멜로/로맨스,청소년관람불가,일반영화
640,배달노출2 : 초대남과 좋아죽는 와이프,공자관,0,2020-05-29,개봉영화,한국,20,0.000653,6530,1.38,138,"6,040","604,000",122,성인물(에로),청소년관람불가,일반영화
641,가자 장미여관으로 4,최우성,0,2020-05-28,개봉영화,한국,20,0.00065,6500,1.38,138,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
642,구멍 교환,김종석,0,2020-08-27,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
643,나는 야한 여자가 좋다 4,김종석,0,2020-07-30,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
644,마누라 공유하기,계장혁,0,2020-08-13,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
645,어린 구멍,김종석,0,2020-08-13,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
646,김비서는 정말 왜 그럴까?,김종석,0,2020-09-03,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
647,가슴 큰 연주,이동준,0,2020-06-16,개봉영화,한국,20,0.000647,6470,1.1,110,"3,700","370,000",66,멜로/로맨스,청소년관람불가,일반영화
648,어린 여동생2,이정석,0,2020-04-03,개봉영화,한국,20,0.000645,6450,1.1,110,"3,660","366,000",66,멜로/로맨스,청소년관람불가,일반영화
649,작은 소망,전우성,0,2020-08-13,개봉영화,아시아,151,0.00064,6400,1.28,128,"6,400","640,000",128,코미디,12세이상관람가,독립/예술영화
650,친구누나들,이정석,0,2020-03-20,개봉영화,한국,20,0.000639,6390,1.1,110,"3,660","366,000",66,멜로/로맨스,청소년관람불가,일반영화
651,어린과부,한동호,0,2020-08-11,개봉영화,한국,20,0.000637,6370,1.1,110,"3,630","363,000",65,멜로/로맨스,청소년관람불가,일반영화
652,예민한 모녀,성운아,0,2020-07-28,개봉영화,한국,20,0.000633,6330,1.1,110,"3,630","363,000",65,멜로/로맨스,청소년관람불가,일반영화
653,부다페스트 스토리,아틸라 사스,0,2020-08-13,개봉영화,유럽,33,0.0006005,6005,0.83,83,"4,520","452,000",64,스릴러,15세이상관람가,독립/예술영화
654,피델리티,니기나 사이풀라에바,0,2020-04-15,개봉영화,유럽,1,0.000576,5760,0.64,64,"5,760","576,000",64,드라마,청소년관람불가,독립/예술영화
655,판타스틱 썸머,,0,2020-06-25,개봉영화,북아메리카,5,0.00056854,5685.4,0.78,78,"4,426","442,560",62,드라마,15세이상관람가,독립/예술영화
656,슈윙! 블루 노트 레코드 스토리,에릭 프리에들러,0,2020-03-19,개봉영화,유럽,2,0.000556,5560,0.6,60,"5,560","556,000",60,다큐멘터리,12세이상관람가,독립/예술영화
657,바람의 언덕,박석영,0,2020-04-23,개봉영화,한국,28,0.000551,5510,0.76,76,60,"6,000",1,드라마,전체관람가,독립/예술영화
