순번,영화명,감독,distribution,date,영화유형,국적,country,num_screen,sales,view,sales_seoul,view_seoul,genre,genre2,등급,grade,영화구분
154,걸후드,셀린 시아마,0,2020-11-12,개봉영화,유럽,others,175,989250,114,527465,6282,drama,drama,12세이상관람가,0,독립/예술영화
155,시크릿 가든,마크 먼든,0,2020-08-19,개봉영화,유럽,others,267,946057,113,402922,4553,drama,drama,전체관람가,0,독립/예술영화
156,미스터 존스,아그네츠카 홀란드,0,2021-01-07,개봉영화,유럽,others,277,945954,107,399148,4423,drama,drama,15세이상관람가,0,독립/예술영화
157,교실 안의 야크,,0,2020-09-30,개봉영화,기타,others,30,937162,111,615056,6721,drama,drama,전체관람가,0,독립/예술영화
158,강철비2 : 정상회담 확장판,양우석,2,2020-09-30,개봉영화,한국,Korea,126,899225,183,283115,7243,drama,drama,15세이상관람가,0,일반영화
159,안티고네,소피 드라스프,0,2020-11-19,개봉영화,북아메리카,NorthAmerica,130,888334,101,532944,6063,drama,drama,15세이상관람가,0,독립/예술영화
160,라스트 풀 메저,토드 로빈슨,0,2020-05-20,개봉영화,북아메리카,NorthAmerica,333,888072,112,278524,3532,drama,drama,15세이상관람가,0,독립/예술영화
161,워터 릴리스,셀린 시아마,0,2020-08-13,개봉영화,유럽,others,89,873525,101,538480,6028,drama,drama,15세이상관람가,0,독립/예술영화
162,너와 파도를 탈 수 있다면,유아사 마사아키,1,2020-07-08,개봉영화,아시아,others,257,871460,101,371207,4083,animation,animation,12세이상관람가,0,독립/예술영화
163,도망친 여자,홍상수,0,2020-09-17,개봉영화,한국,Korea,143,865582,103,588169,6750,drama,drama,청소년관람불가,1,독립/예술영화
164,테스와 보낸 여름,스티븐 바우터루드,0,2020-09-10,개봉영화,유럽,others,194,844213,95,467264,5009,drama,drama,전체관람가,0,독립/예술영화
165,잔칫날,김록경,0,2020-12-02,개봉영화,한국,Korea,240,832211,108,311819,4166,drama,drama,12세이상관람가,0,독립/예술영화
166,나는보리,김진유,0,2020-05-21,개봉영화,한국,Korea,158,828534,115,473444,6280,family,others,전체관람가,0,독립/예술영화
167,썸머 85,프랑수아 오종,0,2020-12-24,개봉영화,기타,others,126,818225,93,497326,5406,romance,romance,15세이상관람가,0,독립/예술영화
168,루팡 3세: 더 퍼스트,야마자키 타카시,2,2020-05-21,개봉영화,아시아,others,132,800535,109,295045,4898,animation,animation,전체관람가,0,일반영화
169,요가학원 : 죽음의 쿤달리니,"전재홍,김지한",0,2020-11-18,개봉영화,한국,Korea,267,799731,91,245441,2721,horror,others,청소년관람불가,1,일반영화
170,소년 아메드,"장 피에르 다르덴,뤽 다르덴",0,2020-07-30,개봉영화,유럽,others,82,780642,98,541502,6477,drama,drama,12세이상관람가,0,독립/예술영화
171,지저귀는 새는 날지 않는다,마키타 카오리,0,2020-07-16,개봉영화,아시아,others,81,774450,86,486676,5356,animation,animation,청소년관람불가,1,독립/예술영화
172,씨 피버,니사 하디만,0,2020-05-13,개봉영화,유럽,others,278,772145,89,213610,2433,SF,others,15세이상관람가,0,독립/예술영화
173,나는 나를 해고하지 않는다,이태겸,0,2021-01-28,개봉영화,한국,Korea,313,763033,97,357480,4539,drama,drama,12세이상관람가,0,독립/예술영화
174,레옹 디 오리지널,뤽 베송,0,2020-06-11,개봉영화,유럽,others,130,761309,124,391905,6359,action,action,청소년관람불가,1,일반영화
175,토이 솔져스: 가짜사나이2 더 컴플리트,오윤동,2,2021-01-27,개봉영화,한국,Korea,155,753263,80,206925,2126,documentary,others,15세이상관람가,0,일반영화
176,완벽한 가족,로저 미첼,0,2021-01-06,개봉영화,북아메리카,NorthAmerica,318,752685,87,257926,2828,drama,drama,15세이상관람가,0,독립/예술영화
177,마이 리틀 포니: 레인보우 로드 트립,,0,2020-10-29,개봉영화,북아메리카,NorthAmerica,226,751097,95,139286,1570,animation,animation,전체관람가,0,일반영화
178,남매의 여름밤,윤단비,0,2020-08-20,개봉영화,한국,Korea,133,744086,87,531927,5916,drama,drama,전체관람가,0,독립/예술영화
179,트로이 디렉터스 컷,볼프강 페터젠,0,2020-07-03,개봉영화,북아메리카,NorthAmerica,159,734661,87,457093,5318,war,others,청소년관람불가,1,일반영화
180,세인트 주디,,0,2020-07-29,개봉영화,북아메리카,NorthAmerica,151,721274,87,445157,5172,drama,drama,12세이상관람가,0,독립/예술영화
181,카일라스 가는 길,정형민,0,2020-09-03,개봉영화,한국,Korea,47,712905,94,335243,4203,documentary,others,전체관람가,0,독립/예술영화
182,피아니스트의 마지막 인터뷰,클로드 라롱드,0,2020-11-19,개봉영화,북아메리카,NorthAmerica,55,704992,84,439851,5012,drama,drama,전체관람가,0,독립/예술영화
183,슈퍼 레이스,,0,2020-07-23,개봉영화,북아메리카,NorthAmerica,209,703482,90,100297,1189,animation,animation,전체관람가,0,독립/예술영화
184,딥워터,요아힘 헤덴,0,2020-07-09,개봉영화,기타,others,264,701203,81,230716,2586,action,action,12세이상관람가,0,독립/예술영화
185,조조 래빗,타이카 와이티티,2,2020-02-05,개봉영화,북아메리카,NorthAmerica,277,700540,78,502606,5484,comedy,comedy,12세이상관람가,0,독립/예술영화
186,"아무튼, 아담",,0,2020-07-02,개봉영화,북아메리카,NorthAmerica,110,699435,102,281240,4051,drama,drama,15세이상관람가,0,독립/예술영화
187,하이큐!! 또 다른 도전,미츠나카 스스무,0,2020-05-14,개봉영화,아시아,others,142,694559,85,164215,1832,animation,animation,12세이상관람가,0,일반영화
188,부니베어: 원시시대 대모험,정량,0,2020-10-22,개봉영화,아시아,others,216,691467,89,62412,720,animation,animation,전체관람가,0,독립/예술영화
189,작은 소망,전우성,0,2020-08-13,개봉영화,아시아,others,151,664480,79,217505,2583,comedy,comedy,12세이상관람가,0,독립/예술영화
190,고스트 오브 워,에릭 브레스,0,2020-09-02,개봉영화,유럽,others,228,640900,75,204120,2350,mystery,others,15세이상관람가,0,독립/예술영화
191,타오르는 여인의 초상,셀린 시아마,0,2020-01-16,개봉영화,유럽,others,120,614352,69,488698,5336,drama,drama,15세이상관람가,0,독립/예술영화
192,종이꽃,고훈,0,2020-10-22,개봉영화,한국,Korea,256,613883,73,231653,2624,drama,drama,12세이상관람가,0,독립/예술영화
193,미드나이트 스카이,조지 클루니,1,2020-12-09,개봉영화,북아메리카,NorthAmerica,257,611772,71,251462,2891,drama,drama,12세이상관람가,0,독립/예술영화
194,신과 나: 100일간의 거래,팍품 웡품,0,2020-04-08,개봉영화,기타,others,240,606271,72,244573,2856,mystery,others,15세이상관람가,0,일반영화
195,이누야시키 : 히어로 VS 빌런,사토 신스케,0,2020-04-22,개봉영화,아시아,others,185,604143,75,283011,3392,SF,others,15세이상관람가,0,독립/예술영화
196,더 렌탈 : 소리없는 감시자,데이브 프랑코,0,2020-09-16,개봉영화,북아메리카,NorthAmerica,245,602943,75,193060,2363,horror,others,15세이상관람가,0,일반영화
197,마이 미씽 발렌타인,진옥훈,0,2021-01-14,개봉영화,기타,others,153,599481,78,255959,3370,romance,romance,12세이상관람가,0,독립/예술영화
198,북스마트,올리비아 와일드,0,2021-01-27,개봉영화,북아메리카,NorthAmerica,163,585619,94,291029,5756,comedy,comedy,15세이상관람가,0,독립/예술영화
199,남과 여: 여전히 찬란한,끌로드 를르슈,0,2020-10-15,개봉영화,유럽,others,69,579639,69,379492,4320,drama,drama,15세이상관람가,0,독립/예술영화
200,엘라 벨라 빙고: 친구 찾기 대작전,"아틀 솔버그 블락세트,프랭크 모스볼드",0,2020-08-12,개봉영화,유럽,others,180,573264,73,61334,737,animation,animation,전체관람가,0,일반영화
201,69세,임선애,0,2020-08-20,개봉영화,한국,Korea,105,570907,69,377648,4434,drama,drama,15세이상관람가,0,독립/예술영화
202,운디네,크리스티안 펫졸드,0,2020-12-24,개봉영화,유럽,others,42,561190,65,372569,4109,drama,drama,12세이상관람가,0,독립/예술영화
203,환상의 마로나,안카 다미안,0,2020-06-11,개봉영화,유럽,others,48,558360,59,466097,4670,animation,animation,전체관람가,0,독립/예술영화
204,"내 어깨 위 고양이, 밥 2",찰스 마틴 스미스,0,2020-12-24,개봉영화,유럽,others,202,553062,64,237924,2638,family,others,전체관람가,0,일반영화
205,클로젯,김광빈,2,2020-02-05,개봉영화,한국,Korea,1197,534243,59,319170,3366,mystery,others,15세이상관람가,0,일반영화
206,그리고 우린 춤을 추었다,레반 아킨,0,2020-11-25,개봉영화,유럽,others,79,534058,61,379578,4088,drama,drama,15세이상관람가,0,독립/예술영화
207,인비저블 라이프,카림 아이노우즈,0,2020-06-24,개봉영화,기타,others,49,515435,64,329429,3941,drama,drama,청소년관람불가,1,독립/예술영화
208,마르지엘라,라이너 홀제메르,0,2020-09-30,개봉영화,기타,others,31,513682,56,438722,4712,documentary,others,전체관람가,0,독립/예술영화
209,파힘,피에르 프랑소와 마틴 라발,0,2021-01-21,개봉영화,유럽,others,165,503667,65,202006,2528,drama,drama,전체관람가,0,독립/예술영화
210,나이스 걸 라이크 유,,0,2020-11-18,개봉영화,북아메리카,NorthAmerica,149,480682,57,248078,3035,comedy,comedy,청소년관람불가,1,일반영화
211,아디오스,파코 카베자스,0,2020-07-22,개봉영화,유럽,others,150,480292,65,181461,2562,action,action,청소년관람불가,1,독립/예술영화
212,루키스,원금린,0,2020-05-20,개봉영화,아시아,others,277,478051,58,135878,1598,action,action,15세이상관람가,0,일반영화
213,"조금씩, 천천히 안녕",나카노 료타,0,2020-05-27,개봉영화,아시아,others,166,477813,60,300706,3738,family,others,전체관람가,0,독립/예술영화
214,작가 미상,플로리안 헨켈 폰 도너스마르크,0,2020-02-20,개봉영화,유럽,others,55,477730,56,365907,4200,drama,drama,청소년관람불가,1,독립/예술영화
215,헌트,크레이그 조벨,1,2020-04-23,개봉영화,북아메리카,NorthAmerica,30,475352,64,336326,4708,action,action,청소년관람불가,1,일반영화
216,뮤지컬 브로드웨이 42번가,마크 브램블,0,2020-07-08,개봉영화,북아메리카,NorthAmerica,48,475310,26,182405,1014,musical,others,전체관람가,0,일반영화
217,부력,로드 라스젠,0,2020-06-25,개봉영화,호주,others,90,460947,55,307993,3462,drama,drama,15세이상관람가,0,독립/예술영화
218,걸즈 앤 판처 최종장,미즈시마 츠토무,0,2020-03-12,개봉영화,아시아,others,11,460500,49,326510,3360,animation,animation,12세이상관람가,0,일반영화
219,사랑이 뭘까,이마이즈미 리키야,0,2020-04-09,개봉영화,아시아,others,132,450205,50,318998,3495,romance,romance,15세이상관람가,0,독립/예술영화
220,온다,나카시마 테츠야,0,2020-03-26,개봉영화,아시아,others,163,449048,55,256887,3080,horror,others,15세이상관람가,0,독립/예술영화
221,비독: 파리의 황제,장-프랑소와 리셰,0,2020-09-17,개봉영화,유럽,others,182,446617,51,220546,2395,action,action,15세이상관람가,0,독립/예술영화
222,젊은이의 양지,신수원,0,2020-10-28,개봉영화,한국,Korea,108,440828,52,287391,3315,drama,drama,15세이상관람가,0,독립/예술영화
223,걸,,0,2021-01-07,개봉영화,유럽,others,239,440535,49,216466,2248,drama,drama,15세이상관람가,0,독립/예술영화
224,그링고,내쉬 에드게톤,0,2020-03-05,개봉영화,북아메리카,NorthAmerica,45,431895,78,379410,7188,action,action,15세이상관람가,0,독립/예술영화
225,1942: 언노운 배틀,,0,2020-07-29,개봉영화,유럽,others,121,430251,54,188970,2354,war,others,15세이상관람가,0,일반영화
226,불량한 가족,장재일,0,2020-07-09,개봉영화,한국,Korea,161,415199,49,174104,1889,comedy,comedy,12세이상관람가,0,독립/예술영화
227,공포분자,에드워드 양,0,2020-09-17,개봉영화,기타,others,52,411666,52,272005,3330,drama,drama,15세이상관람가,0,독립/예술영화
228,에브리타임 아이 다이,로비 마이클,0,2020-10-21,개봉영화,북아메리카,NorthAmerica,140,409830,50,215468,2484,mystery,others,15세이상관람가,0,독립/예술영화
229,렛 힘 고,토마스 베주차,1,2020-11-05,개봉영화,북아메리카,NorthAmerica,47,408740,58,237925,3457,criminal,criminal,15세이상관람가,0,독립/예술영화
230,봉쇄수도원 카르투시오,김동일,0,2020-11-19,개봉영화,한국,Korea,125,405912,48,185464,2111,documentary,others,전체관람가,0,독립/예술영화
231,리벤지,코랄리 파르쟈,0,2020-05-06,개봉영화,유럽,others,143,402843,48,132245,1552,action,action,청소년관람불가,1,독립/예술영화
232,에이브의 쿠킹 다이어리,,0,2020-06-24,개봉영화,브라질,others,56,399931,52,335691,4365,drama,drama,전체관람가,0,독립/예술영화
233,아무도 없다,존 하이암스,0,2020-09-09,개봉영화,북아메리카,NorthAmerica,122,389015,45,131577,1556,thriller,others,15세이상관람가,0,독립/예술영화
234,극장판 시로바코,미즈시마 츠토무,0,2020-08-20,개봉영화,아시아,others,64,388496,45,163391,1829,animation,animation,12세이상관람가,0,일반영화
235,팔로우 미,,0,2020-10-22,개봉영화,북아메리카,NorthAmerica,138,387753,47,151435,1809,thriller,others,15세이상관람가,0,일반영화
236,이장,정승오,0,2020-03-25,개봉영화,한국,Korea,82,377370,47,216289,2426,drama,drama,12세이상관람가,0,독립/예술영화
237,트랜짓,크리스티안 펫졸드,0,2020-07-02,개봉영화,유럽,others,42,376867,44,308965,3517,drama,drama,12세이상관람가,0,독립/예술영화
238,지니어스 독,길 정거,0,2020-09-16,개봉영화,북아메리카,NorthAmerica,142,374634,48,134037,1838,comedy,comedy,12세이상관람가,0,일반영화
239,다시 만난 날들,심찬양,0,2020-09-24,개봉영화,한국,Korea,105,372458,42,219554,2284,musical,others,12세이상관람가,0,독립/예술영화
240,베이비티스,,0,2020-10-22,개봉영화,호주,others,57,365831,43,262997,3014,comedy,comedy,15세이상관람가,0,독립/예술영화
241,페뷸러스,멜라니 샤르본느,0,2020-11-05,개봉영화,북아메리카,NorthAmerica,71,365723,41,255679,2876,comedy,comedy,15세이상관람가,0,독립/예술영화
242,트롤 킹,케빈 먼로,0,2020-10-07,개봉영화,기타,others,190,365200,47,56559,662,animation,animation,전체관람가,0,일반영화
243,에베레스트,이인항,0,2020-07-22,개봉영화,아시아,others,142,364196,44,159198,1863,action,action,15세이상관람가,0,일반영화
244,프록시마 프로젝트,앨리스 위노코,0,2020-10-15,개봉영화,유럽,others,86,363298,42,256249,2845,drama,drama,12세이상관람가,0,독립/예술영화
245,극장판 기븐,야마구치 히카루,0,2020-11-26,개봉영화,아시아,others,103,361948,41,154665,1651,animation,animation,15세이상관람가,0,일반영화
246,맹크,데이빗 핀처,1,2020-11-18,개봉영화,북아메리카,NorthAmerica,100,360636,40,249349,2735,drama,drama,15세이상관람가,0,독립/예술영화
247,들리나요?,"김봉한,신승환",0,2020-06-10,개봉영화,한국,Korea,103,359111,36,151875,1570,documentary,others,전체관람가,0,독립/예술영화
248,트라이얼 오브 더 시카고 7,아론 소킨,1,2020-10-07,개봉영화,북아메리카,NorthAmerica,103,358937,44,199150,2338,drama,drama,15세이상관람가,0,독립/예술영화
249,슈팅걸스,배효민,0,2020-05-06,개봉영화,한국,Korea,207,358231,46,77147,913,drama,drama,12세이상관람가,0,독립/예술영화
250,와일드 시티,론 스캘펠로,0,2020-06-17,개봉영화,유럽,others,111,353102,42,155174,1885,action,action,청소년관람불가,1,독립/예술영화
251,부다페스트 스토리,아틸라 사스,0,2020-08-13,개봉영화,유럽,others,33,346615,42,203152,2365,thriller,others,15세이상관람가,0,독립/예술영화
252,미스터 보스,김형기,0,2020-12-30,개봉영화,한국,Korea,226,345166,43,82855,1031,drama,drama,15세이상관람가,0,일반영화
253,럭키 몬스터,봉준영,0,2020-12-03,개봉영화,한국,Korea,101,345056,46,173520,2255,drama,drama,청소년관람불가,1,독립/예술영화
254,고 피쉬!,숀 패트릭 오렐리,0,2020-07-23,개봉영화,북아메리카,NorthAmerica,138,339528,43,48776,597,animation,animation,전체관람가,0,일반영화
255,지옥의 묵시록 파이널 컷,프란시스 포드 코폴라,0,2020-11-26,개봉영화,북아메리카,NorthAmerica,64,339436,37,201062,2104,war,others,청소년관람불가,1,독립/예술영화
256,담쟁이,한제이,0,2020-10-28,개봉영화,한국,Korea,93,337051,43,194352,2347,family,others,15세이상관람가,0,독립/예술영화
257,퍼스트 러브,미이케 다카시,0,2020-12-17,개봉영화,아시아,others,79,336305,39,191310,2121,criminal,criminal,청소년관람불가,1,독립/예술영화
258,죽이는 여자,애슐리 해밀턴,0,2020-08-23,개봉영화,북아메리카,NorthAmerica,1,335000,66,6200,572,horror,others,청소년관람불가,1,일반영화
259,무협: 더 코드,조니 우,0,2020-06-22,개봉영화,북아메리카,NorthAmerica,1,334880,65,5990,551,action,action,15세이상관람가,0,일반영화
260,안녕까지 30분,,0,2020-10-14,개봉영화,아시아,others,115,334478,43,186225,2432,fantasy,others,12세이상관람가,0,독립/예술영화
261,레미: 집 없는 아이,앙트완 블로시에르,0,2020-05-28,개봉영화,유럽,others,168,332424,42,149166,1875,family,others,전체관람가,0,독립/예술영화
262,빛의 아버지: 파이널 판타지 XIV,"노구치 테루오,야마모토 키요시",0,2021-01-14,개봉영화,아시아,others,98,331512,35,144691,1543,drama,drama,전체관람가,0,독립/예술영화
263,부산행:익스텐디드,연상호,2,2020-07-01,개봉영화,한국,Korea,88,328085,41,137635,1715,action,action,15세이상관람가,0,일반영화
264,모추어리 컬렉션,,0,2021-01-21,개봉영화,북아메리카,NorthAmerica,115,322418,38,121627,1425,fantasy,others,청소년관람불가,1,독립/예술영화
265,매지컬: 공주를 웃겨라,정윤철,0,2020-09-17,개봉영화,한국,Korea,220,318097,41,53531,642,animation,animation,전체관람가,0,일반영화
266,보테로,돈 밀러,0,2020-09-24,개봉영화,북아메리카,NorthAmerica,34,313018,38,215370,2406,documentary,others,전체관람가,0,독립/예술영화
267,카메론 포스트의 잘못된 교육,데지레 아카반,0,2020-06-04,개봉영화,북아메리카,NorthAmerica,108,312080,35,183536,2063,drama,drama,15세이상관람가,0,독립/예술영화
268,로그,M.J. 버세트,0,2020-11-25,개봉영화,북아메리카,NorthAmerica,180,312031,40,126136,1571,action,action,15세이상관람가,0,일반영화
269,주식회사 스페셜액터스,우에다 신이치로,0,2020-08-06,개봉영화,아시아,others,43,310334,36,220114,2396,comedy,comedy,전체관람가,0,독립/예술영화
270,누군가 어디에서 나를 기다리면 좋겠다,아르노 비야르,0,2020-12-17,개봉영화,유럽,others,54,310036,41,217267,2731,drama,drama,15세이상관람가,0,독립/예술영화
271,힐빌리의 노래,론 하워드,1,2020-11-11,개봉영화,북아메리카,NorthAmerica,84,306828,36,178455,2071,drama,drama,청소년관람불가,1,독립/예술영화
272,어서오시게스트하우스,심요한,0,2020-08-13,개봉영화,한국,Korea,58,306657,35,213100,2323,drama,drama,15세이상관람가,0,독립/예술영화
273,해피 디 데이,켄 마리노,0,2020-07-01,개봉영화,북아메리카,NorthAmerica,153,304938,37,120782,1441,comedy,comedy,전체관람가,0,독립/예술영화
274,용길이네 곱창집,정의신,0,2020-03-12,개봉영화,아시아,others,93,304632,38,147695,1846,drama,drama,15세이상관람가,0,독립/예술영화
275,스웨그,임성관,0,2020-12-10,개봉영화,한국,Korea,118,303007,32,189715,1998,drama,drama,15세이상관람가,0,독립/예술영화
276,카오산 탱고,김범삼,0,2020-07-30,개봉영화,한국,Korea,45,301669,37,219055,2474,drama,drama,12세이상관람가,0,독립/예술영화
277,나이브스 아웃,라이언 존슨,0,2019-12-04,개봉영화,북아메리카,NorthAmerica,686,300777,51,136820,2319,mystery,others,12세이상관람가,0,일반영화
278,헌티드 파크,타카하시 히로시,0,2020-05-06,개봉영화,아시아,others,143,300474,35,74084,823,horror,others,15세이상관람가,0,독립/예술영화
279,썸원 썸웨어,세드릭 클라피쉬,0,2020-04-29,개봉영화,유럽,others,37,299206,36,215013,2469,romance,romance,12세이상관람가,0,독립/예술영화
280,증발,김성민,0,2020-11-12,개봉영화,한국,Korea,35,286723,39,173901,2154,documentary,others,전체관람가,0,독립/예술영화
281,시라이,,0,2020-07-15,개봉영화,아시아,others,70,285716,33,45063,498,horror,others,15세이상관람가,0,독립/예술영화
282,비행,조성빈,0,2020-03-19,개봉영화,한국,Korea,128,284414,33,166862,1881,drama,drama,15세이상관람가,0,독립/예술영화
283,마샤와 곰: 최고 중에 최고,,0,2020-10-08,개봉영화,유럽,others,158,283945,35,43643,513,animation,animation,전체관람가,0,일반영화
284,맨슨 패밀리,앤드류 존스,0,2020-06-15,개봉영화,유럽,others,1,279800,55,170200,3532,horror,others,15세이상관람가,0,일반영화
285,호프,마리아 소달,0,2020-12-17,개봉영화,기타,others,171,277220,33,108693,1257,drama,drama,12세이상관람가,0,독립/예술영화
286,수퍼 소닉,제프 파울러,2,2020-02-12,개봉영화,북아메리카,NorthAmerica,609,274238,34,123642,1469,animation,animation,전체관람가,0,일반영화
287,루브르박물관 기획특별전,,2,2020-09-16,개봉영화,유럽,others,22,274080,21,136465,1050,documentary,others,전체관람가,0,일반영화
288,모리의 정원,오키타 슈이치,0,2020-03-26,개봉영화,아시아,others,66,272157,32,169803,1918,drama,drama,전체관람가,0,독립/예술영화
289,메탈리카와 샌프란시스코 심포니,,2,2020-05-20,개봉영화,북아메리카,NorthAmerica,41,271940,15,116060,653,show,others,12세이상관람가,0,일반영화
290,강철비2: 정상회담,양우석,2,2020-07-29,개봉영화,한국,Korea,2137,271594,103,232752,9807,drama,drama,15세이상관람가,0,일반영화
291,리암 갤러거,"찰리 라이트닝,게빈 피츠제럴드",0,2020-03-12,개봉영화,유럽,others,54,271158,27,194875,1837,documentary,others,15세이상관람가,0,독립/예술영화
292,소년시절의 너,증국상,0,2020-07-09,개봉영화,아시아,others,252,267478,40,124585,1790,romance,romance,15세이상관람가,0,독립/예술영화
293,가을의 마티네,니시타니 히로시,0,2020-12-31,개봉영화,아시아,others,19,264924,40,177013,2558,romance,romance,12세이상관람가,0,독립/예술영화
294,맛있는 녀석들,순 하이펑,0,2020-07-16,개봉영화,아시아,others,152,260450,33,38499,462,animation,animation,전체관람가,0,독립/예술영화
295,레벨 16,,0,2020-12-10,개봉영화,북아메리카,NorthAmerica,137,259283,29,100583,1066,thriller,others,15세이상관람가,0,독립/예술영화
296,태양의 소녀들,에바 허슨,0,2020-10-22,개봉영화,유럽,others,103,255810,30,137424,1501,drama,drama,15세이상관람가,0,독립/예술영화
297,공수도,채여준,0,2020-04-09,개봉영화,한국,Korea,79,250895,30,75245,930,action,action,15세이상관람가,0,일반영화
298,포드 V 페라리,제임스 맨골드,2,2019-12-04,개봉영화,북아메리카,NorthAmerica,986,244682,27,88527,1048,action,action,12세이상관람가,0,일반영화
299,리골레토,필립 슈톨츨,0,2020-04-05,개봉영화,유럽,others,6,244675,10,197416,803,show,others,12세이상관람가,0,일반영화
300,도미노,브라이언 드 팔마,0,2020-06-11,개봉영화,유럽,others,113,242854,27,115974,1293,criminal,criminal,15세이상관람가,0,독립/예술영화
301,타오르는 여인의 초상,셀린 시아마,0,2020-01-16,개봉영화,유럽,others,120,234310,28,137670,1623,drama,drama,15세이상관람가,0,독립/예술영화
302,블랙아웃 : 인베이젼 어스,예고르 바라노프,0,2020-08-05,개봉영화,유럽,others,51,232754,27,129869,1420,SF,others,15세이상관람가,0,일반영화
303,프리키 데스데이 순한맛,크리스토퍼 랜던,1,2020-12-10,개봉영화,북아메리카,NorthAmerica,159,232732,25,59652,637,comedy,comedy,15세이상관람가,0,일반영화
304,인퍼머스,,0,2020-11-11,개봉영화,북아메리카,NorthAmerica,135,230587,25,95180,998,criminal,criminal,청소년관람불가,1,독립/예술영화
305,"안녕, 미누",지혜원,0,2020-05-27,개봉영화,한국,Korea,25,229665,29,163080,2020,documentary,others,12세이상관람가,0,독립/예술영화
306,글로리아를 위하여,로베르 게디기앙,0,2020-10-29,개봉영화,유럽,others,36,228754,28,174531,2179,drama,drama,15세이상관람가,0,독립/예술영화
307,반교: 디텐션,존 쉬,0,2020-08-13,개봉영화,기타,others,128,228741,34,137671,2392,horror,others,15세이상관람가,0,독립/예술영화
308,사냥의 시간: 데스 게임,아론 머티스,0,2020-06-22,개봉영화,북아메리카,NorthAmerica,1,225015,45,5870,539,horror,others,청소년관람불가,1,일반영화
309,사일런싱,,0,2021-01-28,개봉영화,북아메리카,NorthAmerica,89,223112,29,94363,1236,horror,others,15세이상관람가,0,일반영화
310,인헤리턴스,,0,2020-06-25,개봉영화,북아메리카,NorthAmerica,58,222570,34,157660,2666,thriller,others,15세이상관람가,0,일반영화
311,악몽,송정우,0,2020-03-12,개봉영화,한국,Korea,165,219537,26,45372,497,mystery,others,청소년관람불가,1,독립/예술영화
312,고양이와 할아버지,미츠아키 이와고,0,2020-04-23,개봉영화,아시아,others,71,217493,26,123091,1445,drama,drama,전체관람가,0,독립/예술영화
313,그리드,마이클 윈터바텀,0,2020-10-15,개봉영화,유럽,others,66,214095,24,144517,1546,comedy,comedy,15세이상관람가,0,독립/예술영화
314,후쿠오카,장률,0,2020-08-27,개봉영화,한국,Korea,101,212970,26,105810,1277,drama,drama,15세이상관람가,0,독립/예술영화
