순번,영화명,감독,distribution,date,영화유형,국적,country,num_screen,sales,view,sales_seoul,view_seoul,genre,genre2,등급,grade,영화구분
315,피원에이치 : 새로운 세계의 시작,창,2,2020-10-08,개봉영화,한국,Korea,87,211092,23,120312,1223,drama,drama,15세이상관람가,0,일반영화
316,레전더리 콘서트: 헤르베르트 폰 카라얀,헤르베르트 폰 카라얀,0,2020-11-01,개봉영화,유럽,others,15,209760,7,128990,429,show,others,전체관람가,0,일반영화
317,엠마,어텀 드 와일드,1,2020-02-27,개봉영화,유럽,others,18,209065,29,134020,1803,comedy,comedy,12세이상관람가,0,독립/예술영화
318,런 보이 런,오원재,0,2020-05-28,개봉영화,한국,Korea,25,208937,30,113860,1536,drama,drama,15세이상관람가,0,일반영화
319,조커,토드 필립스,1,2019-10-02,개봉영화,북아메리카,NorthAmerica,1418,207455,21,107085,1071,action,action,15세이상관람가,0,일반영화
320,열혈형사,윤여창,0,2020-06-18,개봉영화,한국,Korea,121,205400,25,73810,850,comedy,comedy,12세이상관람가,0,일반영화
321,고양이 집사,이희섭,0,2020-05-14,개봉영화,한국,Korea,49,204722,24,113968,1287,documentary,others,전체관람가,0,독립/예술영화
322,나를 구하지 마세요,정연경,0,2020-09-10,개봉영화,한국,Korea,79,204038,23,105382,1140,drama,drama,12세이상관람가,0,독립/예술영화
323,후쿠오카,장률,0,2020-08-27,개봉영화,한국,Korea,101,202495,24,133731,1455,drama,drama,15세이상관람가,0,독립/예술영화
324,토스카,,0,2020-12-01,개봉영화,유럽,others,4,201759,7,139523,437,show,others,12세이상관람가,0,일반영화
325,나인스 게이트: 아홉 번째 살인,니콜라이 콤메리키,0,2020-11-04,개봉영화,유럽,others,93,199437,22,88404,962,adventure,others,15세이상관람가,0,일반영화
326,광주비디오: 사라진 4시간,이조훈,0,2020-07-16,개봉영화,한국,Korea,70,198405,26,83130,1033,documentary,others,12세이상관람가,0,독립/예술영화
327,포기와 베스,,0,2020-10-06,개봉영화,북아메리카,NorthAmerica,7,198239,8,146636,582,show,others,12세이상관람가,0,일반영화
328,너의 새는 노래할 수 있어,미야케 쇼,0,2020-04-16,개봉영화,아시아,others,37,197619,22,153420,1590,romance,romance,15세이상관람가,0,독립/예술영화
329,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,0,2020-08-13,개봉영화,유럽,others,30,195611,23,141521,1565,documentary,others,전체관람가,0,독립/예술영화
330,69세,임선애,0,2020-08-20,개봉영화,한국,Korea,105,195515,26,134420,1676,drama,drama,15세이상관람가,0,독립/예술영화
331,더 시크릿,유발 애들러,0,2021-01-21,개봉영화,유럽,others,72,195349,28,86178,1273,thriller,others,15세이상관람가,0,독립/예술영화
332,얼론,조니 마틴,0,2020-11-18,개봉영화,북아메리카,NorthAmerica,189,194743,23,70690,794,action,action,15세이상관람가,0,독립/예술영화
333,큰엄마의 미친봉고,백승환,0,2021-01-21,개봉영화,한국,Korea,67,193447,28,74309,1096,comedy,comedy,12세이상관람가,0,일반영화
334,그 누구도 아닌,아르노 데 팔리에르,0,2020-03-26,개봉영화,유럽,others,74,190510,23,127307,1537,drama,drama,15세이상관람가,0,독립/예술영화
335,버든: 세상을 바꾸는 힘,앤드류 헤클러,0,2020-11-25,개봉영화,북아메리카,NorthAmerica,82,187806,23,110708,1294,drama,drama,15세이상관람가,0,독립/예술영화
336,알피니스트 - 어느 카메라맨의 고백,"임일진,김민철",0,2020-10-15,개봉영화,한국,Korea,21,187624,23,119440,1451,documentary,others,12세이상관람가,0,독립/예술영화
337,코마,,0,2020-11-12,개봉영화,유럽,others,46,187395,26,121110,1652,SF,others,15세이상관람가,0,독립/예술영화
338,"하이, 젝시","존 루카스,스콧 무어",0,2020-02-19,개봉영화,북아메리카,NorthAmerica,205,186960,30,74265,1219,comedy,comedy,15세이상관람가,0,일반영화
339,우리가 이별 뒤에 알게 되는 것들,아이스링 친-이,0,2020-09-30,개봉영화,북아메리카,NorthAmerica,37,185797,23,119463,1353,drama,drama,12세이상관람가,0,독립/예술영화
340,보이콰이어,프랑소아 지라드,0,2020-05-14,개봉영화,북아메리카,NorthAmerica,74,185091,22,113682,1319,drama,drama,전체관람가,0,독립/예술영화
341,내언니전지현과 나,박윤진,0,2020-12-03,개봉영화,한국,Korea,36,183583,21,133070,1454,documentary,others,12세이상관람가,0,독립/예술영화
342,첫키스만 50번째,후쿠다 유이치,0,2020-03-26,개봉영화,아시아,others,117,183366,22,83162,975,comedy,comedy,12세이상관람가,0,독립/예술영화
343,핀란드 메탈밴드,,0,2020-04-09,개봉영화,유럽,others,59,180222,22,131467,1634,comedy,comedy,15세이상관람가,0,독립/예술영화
344,파라다이스 힐스,앨리스 웨딩턴,0,2020-03-19,개봉영화,유럽,others,109,178552,20,103605,1103,fantasy,others,12세이상관람가,0,독립/예술영화
345,엑설런트 어드벤쳐 3,딘 패리소트,0,2020-11-19,개봉영화,북아메리카,NorthAmerica,54,178330,34,70649,1275,adventure,others,12세이상관람가,0,일반영화
346,관계의 가나다에 있는 우리는,이인의,0,2021-01-28,개봉영화,한국,Korea,39,176581,24,117248,1499,drama,drama,전체관람가,0,독립/예술영화
347,베토벤 프로젝트,존 노이마이어,0,2020-07-12,개봉영화,유럽,others,13,176390,10,130130,774,show,others,전체관람가,0,일반영화
348,모든 것을 벗어던진 특별한 여행,,0,2020-07-29,개봉영화,호주,others,51,176357,22,120867,1467,comedy,comedy,15세이상관람가,0,독립/예술영화
349,숀더쉽 더 무비: 꼬마 외계인 룰라!,"리처드 펠런,윌 베처",0,2020-02-19,개봉영화,유럽,others,270,175867,25,45393,646,animation,animation,전체관람가,0,일반영화
350,레전더리 콘서트: 카를로스 클라이버,카를로스 클라이버,0,2020-12-02,개봉영화,유럽,others,14,171300,6,115030,381,show,others,전체관람가,0,일반영화
351,사랑이 눈뜰 때,마이클 메일러,0,2020-08-26,개봉영화,북아메리카,NorthAmerica,92,168378,22,74713,967,drama,drama,12세이상관람가,0,독립/예술영화
352,공포체험라디오 4DX,서정희,2,2020-09-16,개봉영화,한국,Korea,37,166040,18,60995,650,horror,others,15세이상관람가,0,일반영화
353,웰컴 투 X-월드,한태의,0,2020-10-29,개봉영화,한국,Korea,23,165224,21,127609,1444,documentary,others,전체관람가,0,독립/예술영화
354,용루각: 비정도시,최상훈,0,2020-12-03,개봉영화,한국,Korea,22,163082,27,60688,1024,action,action,청소년관람불가,1,일반영화
355,제이티 르로이,,0,2021-01-21,개봉영화,북아메리카,NorthAmerica,93,162667,20,81159,969,drama,drama,15세이상관람가,0,독립/예술영화
356,킬 스위치,,0,2020-07-01,개봉영화,북아메리카,NorthAmerica,51,162609,32,63609,1250,SF,others,15세이상관람가,0,일반영화
357,행복의 단추를 채우는 완벽한 방법,칼 헌터,0,2020-04-02,개봉영화,유럽,others,55,162501,20,108441,1280,comedy,comedy,12세이상관람가,0,독립/예술영화
358,기도의 힘,알렉스 켄드릭,0,2020-04-09,개봉영화,북아메리카,NorthAmerica,69,161932,20,72365,923,drama,drama,12세이상관람가,0,독립/예술영화
359,송 오브 러브,,0,2020-09-10,개봉영화,기타,others,48,161341,31,56676,1069,drama,drama,12세이상관람가,0,일반영화
360,위 섬온 더 다크니스,,0,2020-09-17,개봉영화,북아메리카,NorthAmerica,49,161013,31,54328,1053,horror,others,청소년관람불가,1,일반영화
361,함께 있을 수 있다면,끌로드 베리,0,2020-12-24,개봉영화,유럽,others,30,158766,21,92772,1185,romance,romance,12세이상관람가,0,독립/예술영화
362,걸즈 앤 판처 제? 63회 전차도 전국 고교생 대회,미즈시마 츠토무,0,2020-04-09,개봉영화,아시아,others,11,154655,17,104145,1102,animation,animation,12세이상관람가,0,일반영화
363,캐리비안 해적과 마법 다이아몬드,라스무스 A. 실버르센,0,2020-08-26,개봉영화,유럽,others,138,153683,19,29539,353,animation,animation,전체관람가,0,일반영화
364,찬실이는 복도 많지,김초희,0,2020-03-05,개봉영화,한국,Korea,241,151594,16,107756,1050,drama,drama,전체관람가,0,독립/예술영화
365,래시 컴 홈,올더디센 하노,0,2021-01-07,개봉영화,유럽,others,13,150225,25,84053,1392,family,others,전체관람가,0,독립/예술영화
366,프린세스 에미: 마법 책의 비밀,피엣 드 라이커,0,2020-11-26,개봉영화,유럽,others,133,145558,19,14604,181,animation,animation,전체관람가,0,일반영화
367,극장판 시티헌터: 신주쿠 프라이빗 아이즈,코다마 켄지,0,2020-06-18,개봉영화,아시아,others,64,143190,21,65955,912,animation,animation,12세이상관람가,0,독립/예술영화
368,마담 버터플라이,,0,2020-05-05,개봉영화,북아메리카,NorthAmerica,6,143049,6,100872,396,show,others,전체관람가,0,일반영화
369,파리 오페라 발레단,"티에리 데마이지에르,알반 테우를라이",0,2020-06-11,개봉영화,유럽,others,18,142875,18,109580,1341,documentary,others,전체관람가,0,독립/예술영화
370,태백권,최상훈,0,2020-08-20,개봉영화,한국,Korea,62,142478,20,59920,941,comedy,comedy,15세이상관람가,0,일반영화
371,팡파레,이돈구,0,2020-07-09,개봉영화,한국,Korea,24,141420,16,104070,1100,drama,drama,청소년관람불가,1,독립/예술영화
372,마치다군의 세계,이시이 유야,0,2020-11-12,개봉영화,아시아,others,44,141242,15,105928,1076,romance,romance,전체관람가,0,독립/예술영화
373,범털,강태호,0,2020-05-14,개봉영화,한국,Korea,48,140236,17,30093,340,criminal,criminal,15세이상관람가,0,독립/예술영화
374,네 멋대로 해라: 장 뤽 고다르,미셀 하자나비시우스,0,2020-03-19,개봉영화,유럽,others,93,138296,17,80297,978,comedy,comedy,15세이상관람가,0,독립/예술영화
375,피가로의 결혼,그레이엄 빅,0,2020-05-01,개봉영화,유럽,others,4,136955,5,97035,325,show,others,12세이상관람가,0,일반영화
376,프리즈너,양길영,0,2020-07-23,개봉영화,한국,Korea,49,136424,17,40755,490,action,action,15세이상관람가,0,일반영화
377,블러드샷,데이브 윌슨,1,2020-05-21,개봉영화,북아메리카,NorthAmerica,8,135680,18,86760,1212,action,action,15세이상관람가,0,일반영화
378,김일성의 아이들,김덕영,0,2020-06-25,개봉영화,한국,Korea,13,130685,17,95195,1233,documentary,others,전체관람가,0,독립/예술영화
379,컨택트 2020,,0,2020-07-15,개봉영화,북아메리카,NorthAmerica,1,130170,26,49170,956,SF,others,12세이상관람가,0,일반영화
380,큐리오사,루 주네,0,2020-08-06,개봉영화,유럽,others,19,129698,15,82381,875,drama,drama,청소년관람불가,1,독립/예술영화
381,제인의 썸머,송은주,0,2020-06-18,개봉영화,한국,Korea,43,125755,22,110945,2013,romance,romance,청소년관람불가,1,일반영화
382,뮤직 앤 리얼리티,"빅 포니,스티브 리",0,2020-12-23,개봉영화,한국,Korea,38,122814,14,85066,946,drama,drama,12세이상관람가,0,독립/예술영화
383,살로메,로메오 카스텔루치,0,2020-09-20,개봉영화,유럽,others,8,122236,5,89218,347,show,others,15세이상관람가,0,일반영화
384,그날이 온다,크리스토퍼 모리스,0,2020-12-09,개봉영화,유럽,others,105,122019,14,56510,594,comedy,comedy,15세이상관람가,0,독립/예술영화
385,얼굴없는 보스: 못다한 이야기 감독판,임성용,0,2020-05-13,개봉영화,한국,Korea,50,121572,17,22878,332,criminal,criminal,15세이상관람가,0,일반영화
386,겨울밤에,장우진,0,2020-12-10,개봉영화,한국,Korea,49,120840,14,78356,869,drama,drama,12세이상관람가,0,독립/예술영화
387,아르코라이브 뮤지컬 안테모사,"이정민,오미선",0,2020-03-25,개봉영화,한국,Korea,16,120595,10,64050,536,show,others,전체관람가,0,일반영화
388,바람의 언덕,박석영,0,2020-04-23,개봉영화,한국,Korea,28,120549,17,75054,1078,drama,drama,전체관람가,0,독립/예술영화
389,우리집 똥멍청이,이반 아탈,0,2020-07-22,개봉영화,유럽,others,79,119836,15,32652,396,comedy,comedy,15세이상관람가,0,독립/예술영화
390,스왈로우,카를로 미라벨라 데이비스,0,2020-07-03,개봉영화,북아메리카,NorthAmerica,10,119800,15,74860,951,mystery,others,15세이상관람가,0,독립/예술영화
391,라이어트: 기계들의 역습,,0,2020-12-23,개봉영화,북아메리카,NorthAmerica,52,119759,23,103509,1958,SF,others,15세이상관람가,0,일반영화
392,싸커 퀸즈,모하메드 하미디,0,2020-05-27,개봉영화,유럽,others,57,119326,15,83757,1075,comedy,comedy,12세이상관람가,0,독립/예술영화
393,반도,연상호,2,2020-07-15,개봉영화,한국,Korea,2575,118210,18,93260,1440,action,action,15세이상관람가,0,일반영화
394,벌새,김보라,0,2019-08-29,개봉영화,한국,Korea,145,117724,14,87245,995,drama,drama,15세이상관람가,0,독립/예술영화
395,아이 빌리브,,0,2020-11-05,개봉영화,북아메리카,NorthAmerica,75,117576,14,50825,607,drama,drama,전체관람가,0,일반영화
396,피아니스트의 전설,쥬세페 토르나토레,0,2020-01-01,개봉영화,유럽,others,69,116535,23,63390,1231,drama,drama,15세이상관람가,0,독립/예술영화
397,세비야의 이발사,,0,2020-03-03,개봉영화,유럽,others,5,115805,4,62245,207,show,others,전체관람가,0,일반영화
398,지옥의 오르페,"베리 코스키,마이클 베이어",0,2020-10-25,개봉영화,유럽,others,7,114791,5,87814,353,show,others,청소년관람불가,1,일반영화
399,크루아상,조성규,0,2021-01-21,개봉영화,한국,Korea,42,114635,12,70073,736,drama,drama,12세이상관람가,0,독립/예술영화
400,엠티맨,,2,2020-11-19,개봉영화,북아메리카,NorthAmerica,100,113141,13,49678,556,horror,others,15세이상관람가,0,일반영화
401,코드 8,,0,2020-07-02,개봉영화,북아메리카,NorthAmerica,82,112414,14,33380,400,SF,others,15세이상관람가,0,일반영화
402,피델리오,,0,2020-05-31,개봉영화,유럽,others,7,112308,5,81943,330,show,others,전체관람가,0,일반영화
403,아웃사이더,"가한진,후닝 유안",0,2020-04-02,개봉영화,아시아,others,96,110273,14,44979,548,etc,others,청소년관람불가,1,독립/예술영화
404,빈폴,칸테미르 발라고프,0,2020-02-27,개봉영화,유럽,others,33,109310,14,82388,1006,drama,drama,15세이상관람가,0,독립/예술영화
405,다니엘 이즌 리얼,아담 이집트 모티머,0,2020-04-09,개봉영화,북아메리카,NorthAmerica,36,109140,12,59420,635,thriller,others,청소년관람불가,1,독립/예술영화
406,라스트 프론티어,,0,2021-01-14,개봉영화,유럽,others,20,108245,18,88419,1606,war,others,15세이상관람가,0,독립/예술영화
407,어트랙션,"만스 말린드,비욘 스테인",0,2020-09-17,개봉영화,유럽,others,101,108076,13,44521,522,drama,drama,12세이상관람가,0,독립/예술영화
408,극장판 미니특공대: 공룡왕 디노,이영준,0,2020-02-06,개봉영화,한국,Korea,485,107920,15,7695,96,animation,animation,전체관람가,0,일반영화
409,스카이와 친구들: 로보시티의 비밀,,0,2020-12-10,개봉영화,기타,others,83,107657,14,12597,145,animation,animation,전체관람가,0,일반영화
410,황무지 5월의 고해,김태영,0,2020-10-28,개봉영화,한국,Korea,39,106245,13,67880,824,drama,drama,15세이상관람가,0,독립/예술영화
411,디어 마이 지니어스,구윤주,0,2020-10-22,개봉영화,한국,Korea,14,105824,18,47489,711,documentary,others,전체관람가,0,독립/예술영화
412,비홀드 마이 하트,조슈아 레오나드,0,2020-05-21,개봉영화,북아메리카,NorthAmerica,47,104673,12,77315,911,drama,drama,12세이상관람가,0,독립/예술영화
413,페인티드 버드,,0,2020-03-26,개봉영화,유럽,others,12,104043,11,97639,1024,drama,drama,청소년관람불가,1,독립/예술영화
414,겨울왕국 2,"크리스 벅,제니퍼 리",2,2019-11-21,개봉영화,북아메리카,NorthAmerica,2648,103877,16,54632,799,animation,animation,전체관람가,0,일반영화
415,앙상블,정형석,0,2020-11-05,개봉영화,한국,Korea,52,103766,11,64125,678,drama,drama,12세이상관람가,0,독립/예술영화
416,포스 오브 네이쳐,마이클 폴리쉬,0,2020-07-01,개봉영화,북아메리카,NorthAmerica,46,101802,15,56503,871,action,action,15세이상관람가,0,일반영화
417,레전더리 콘서트: 레너드 번스타인,,0,2021-01-03,개봉영화,유럽,others,12,101325,4,67165,229,show,others,전체관람가,0,일반영화
418,욕창,심혜정,0,2020-07-02,개봉영화,한국,Korea,17,100676,13,64701,736,drama,drama,12세이상관람가,0,독립/예술영화
419,예티: 신비한 동물 탐험대,"피에르 그레코,낸시 플로렌스 사바드",0,2020-10-08,개봉영화,북아메리카,NorthAmerica,78,100322,13,10230,131,animation,animation,전체관람가,0,독립/예술영화
420,투란도트,프랑코 제피렐리,0,2020-02-08,개봉영화,북아메리카,NorthAmerica,5,100125,4,73530,278,show,others,12세이상관람가,0,일반영화
421,그녀의 비밀정원,김인식,0,2020-04-22,개봉영화,한국,Korea,79,99669,13,29059,375,drama,drama,15세이상관람가,0,독립/예술영화
422,라 보엠,,0,2020-11-29,개봉영화,유럽,others,7,97194,4,70690,278,show,others,전체관람가,0,일반영화
423,어쩌다 아스널,줄리엔 라페뉴,0,2020-05-13,개봉영화,유럽,others,85,95649,12,37812,500,drama,drama,전체관람가,0,독립/예술영화
424,마지막 휴가,노거경,0,2020-12-10,개봉영화,한국,Korea,11,95610,12,63190,790,etc,others,15세이상관람가,0,독립/예술영화
425,기억의 전쟁,이길보라,0,2020-02-27,개봉영화,한국,Korea,14,95163,12,77781,875,documentary,others,12세이상관람가,0,독립/예술영화
426,백두산,"이해준,김병서",2,2019-12-19,개봉영화,한국,Korea,19,94700,10,0,0,adventure,others,12세이상관람가,0,일반영화
427,1945: 포인트 오브 노 리턴,릭 로버츠,0,2020-06-24,개봉영화,유럽,others,47,93442,14,28619,392,war,others,15세이상관람가,0,일반영화
428,킬러맨,말릭 베이더,0,2020-08-13,개봉영화,북아메리카,NorthAmerica,25,91923,11,55383,690,action,action,청소년관람불가,1,일반영화
429,국도극장: 감독판,전지희,0,2020-05-29,개봉영화,한국,Korea,1,90460,11,63050,700,drama,drama,12세이상관람가,0,독립/예술영화
430,스킨,기 나티브,0,2020-03-19,개봉영화,북아메리카,NorthAmerica,34,88252,11,58182,754,drama,drama,청소년관람불가,1,독립/예술영화
431,사랑의 묘약,,0,2020-06-02,개봉영화,유럽,others,5,87400,3,67845,229,show,others,12세이상관람가,0,일반영화
432,왕과 나: 런던 팔라디움 극장 뮤지컬,게리 할버슨,2,2020-04-29,개봉영화,유럽,others,12,87370,5,46725,276,show,others,전체관람가,0,일반영화
433,히트맨,최원섭,2,2020-01-22,개봉영화,한국,Korea,1122,86896,10,44780,463,comedy,comedy,15세이상관람가,0,일반영화
434,래드윔프스 안티 안티 제너레이션 2019,,0,2020-11-05,개봉영화,아시아,others,27,85490,5,38875,216,show,others,전체관람가,0,일반영화
435,구르는 수레바퀴,문정윤,0,2020-09-23,개봉영화,한국,Korea,4,85100,11,84190,1060,family,others,12세이상관람가,0,독립/예술영화
436,버즈 오브 프레이(할리 퀸의 황홀한 해방),캐시 얀,1,2020-02-05,개봉영화,북아메리카,NorthAmerica,963,84228,10,70750,806,action,action,15세이상관람가,0,일반영화
437,구직자들,황승재,0,2020-11-12,개봉영화,한국,Korea,29,84047,9,59211,631,SF,others,전체관람가,0,독립/예술영화
438,바다로 가자,김량,0,2020-06-18,개봉영화,한국,Korea,15,83625,12,64585,977,family,others,전체관람가,0,독립/예술영화
439,팔리아치,마리오 마르토네,0,2020-07-03,개봉영화,유럽,others,5,83547,3,48636,162,show,others,12세이상관람가,0,일반영화
440,꿀벌과 천둥,이시카와 케이,0,2020-10-29,개봉영화,아시아,others,35,82706,9,40411,431,drama,drama,전체관람가,0,독립/예술영화
441,리메인,김민경,0,2020-08-27,개봉영화,한국,Korea,45,82207,10,43482,476,drama,drama,청소년관람불가,1,독립/예술영화
442,장 미쉘 바스키아: 더 레이디언트 차일드,탐라 데이비스,2,2020-12-09,개봉영화,북아메리카,NorthAmerica,18,79791,9,53813,580,documentary,others,12세이상관람가,0,일반영화
443,파도를 걷는 소년,최창환,0,2020-05-14,개봉영화,한국,Korea,25,79542,9,48372,518,drama,drama,15세이상관람가,0,독립/예술영화
444,해피 해피 레스토랑,후카가와 요시히로,0,2020-05-14,개봉영화,아시아,others,24,79401,10,66758,855,family,others,전체관람가,0,독립/예술영화
445,어게인,조창열,0,2020-07-30,개봉영화,한국,Korea,22,78995,10,62650,773,musical,others,12세이상관람가,0,독립/예술영화
446,마농,로랑 펠리,0,2020-03-31,개봉영화,북아메리카,NorthAmerica,5,78943,3,66547,284,show,others,12세이상관람가,0,일반영화
447,족벌 두 신문 이야기,"김용진,박중석",0,2021-01-01,개봉영화,한국,Korea,10,78794,10,56214,686,documentary,others,12세이상관람가,0,독립/예술영화
448,438일,예스퍼 갠스란트,0,2021-01-21,개봉영화,기타,others,40,78728,10,41084,500,drama,drama,15세이상관람가,0,독립/예술영화
449,산티아고의 흰 지팡이,이종은,0,2020-03-19,개봉영화,한국,Korea,21,77995,10,57921,708,documentary,others,전체관람가,0,독립/예술영화
450,아이리시맨,마틴 스코세이지,0,2019-11-20,개봉영화,북아메리카,NorthAmerica,68,77477,16,35338,694,criminal,criminal,청소년관람불가,1,독립/예술영화
451,요요현상,고두현,0,2021-01-14,개봉영화,한국,Korea,27,76958,8,53316,516,documentary,others,전체관람가,0,독립/예술영화
452,체이싱,,0,2020-04-23,개봉영화,유럽,others,60,76931,10,19275,254,action,action,15세이상관람가,0,일반영화
453,시체들의 새벽: 컨테이젼,헥터 헤르난데즈 비센스,0,2020-04-09,개봉영화,유럽,others,52,76519,9,26909,298,horror,others,청소년관람불가,1,일반영화
454,"이별유예, 일주일",김규현,0,2020-12-09,개봉영화,한국,Korea,29,75860,8,33865,348,drama,drama,15세이상관람가,0,일반영화
455,에듀케이션,김덕중,0,2020-11-26,개봉영화,한국,Korea,23,75107,9,55305,598,drama,drama,12세이상관람가,0,독립/예술영화
456,마라가 큰 결정을 해야 해,로버트 루케틱,0,2021-01-07,개봉영화,북아메리카,NorthAmerica,79,74759,9,28308,321,romance,romance,15세이상관람가,0,일반영화
457,시크릿 가든,마크 먼든,0,2020-08-19,개봉영화,유럽,others,267,72640,9,56145,696,drama,drama,전체관람가,0,독립/예술영화
458,해머 오브 갓,파렌 블랙번,0,2020-11-25,개봉영화,유럽,others,42,71755,10,24490,314,action,action,청소년관람불가,1,독립/예술영화
459,극장판 시로바코,미즈시마 츠토무,0,2020-08-20,개봉영화,아시아,others,64,70159,8,50184,569,animation,animation,12세이상관람가,0,일반영화
460,나의이름,허동우,0,2020-10-14,개봉영화,한국,Korea,38,69975,8,48195,560,romance,romance,12세이상관람가,0,독립/예술영화
461,조쉬 그로반: 브리지스 뉴욕 매디슨스퀘어가든 콘서트,,2,2020-05-20,개봉영화,유럽,others,20,69885,4,29470,165,show,others,전체관람가,0,일반영화
462,마음에 부는 바람,윤석호,0,2020-11-05,개봉영화,아시아,others,13,69530,8,63455,739,etc,others,12세이상관람가,0,독립/예술영화
463,O.J. 심슨 사건 파일,다니엘 패런즈,0,2020-08-05,개봉영화,북아메리카,NorthAmerica,50,69060,14,51660,1026,thriller,others,청소년관람불가,1,일반영화
464,리메인,김민경,0,2020-08-27,개봉영화,한국,Korea,45,67099,9,13409,156,drama,drama,청소년관람불가,1,독립/예술영화
465,하이큐!! 땅 VS 하늘,미츠나카 스스무,0,2020-01-23,개봉영화,아시아,others,82,66717,9,41438,512,animation,animation,전체관람가,0,일반영화
466,나의 작은 동무,,0,2021-01-14,개봉영화,기타,others,40,65264,8,34246,358,drama,drama,12세이상관람가,0,독립/예술영화
467,낙엽귀근,장양,0,2020-09-24,개봉영화,아시아,others,23,62599,8,38934,460,comedy,comedy,15세이상관람가,0,독립/예술영화
468,천사는 바이러스,김성준,0,2021-01-06,개봉영화,한국,Korea,44,61157,8,24048,278,drama,drama,15세이상관람가,0,독립/예술영화
469,래미의 드래곤월드 구출작전,웨이밍 황,0,2020-07-16,개봉영화,아시아,others,65,60673,8,6345,74,animation,animation,전체관람가,0,일반영화
470,프리저베이션홀 재즈밴드,"T.G. 헤링턴,대니 클린치",0,2020-04-02,개봉영화,북아메리카,NorthAmerica,30,60173,7,39670,453,documentary,others,전체관람가,0,독립/예술영화
471,남산의 부장들,우민호,2,2020-01-22,개봉영화,한국,Korea,1659,59045,7,25603,315,drama,drama,15세이상관람가,0,일반영화
472,선생님과 길고양이,후카가와 요시히로,0,2020-04-09,개봉영화,아시아,others,53,58608,7,32481,401,comedy,comedy,전체관람가,0,독립/예술영화
473,아메리칸 잡,마크 스티븐 존슨,0,2020-09-03,개봉영화,북아메리카,NorthAmerica,36,58477,22,26253,332,criminal,criminal,15세이상관람가,0,일반영화
474,결혼 이야기,노아 바움백,0,2019-11-27,개봉영화,유럽,others,83,57831,12,31898,650,romance,romance,15세이상관람가,0,독립/예술영화
475,모탈: 레전드 오브 토르,안드레 외브레달,0,2020-07-09,개봉영화,기타,others,28,57421,8,39861,590,action,action,12세이상관람가,0,독립/예술영화
476,아틸라,,0,2020-04-03,개봉영화,유럽,others,5,56500,2,40920,134,show,others,15세이상관람가,0,일반영화
477,유쾌한 과부,다미아노 미키엘레토,0,2020-10-02,개봉영화,유럽,others,4,55130,2,31545,102,show,others,12세이상관람가,0,일반영화
478,펠리칸 베이커리,,0,2020-04-02,개봉영화,아시아,others,28,54921,7,37801,449,documentary,others,전체관람가,0,독립/예술영화
479,초능력소년사건,채수응,0,2020-05-28,개봉영화,아시아,others,12,53059,6,49324,520,drama,drama,12세이상관람가,0,독립/예술영화
480,윤희에게,임대형,0,2019-11-14,개봉영화,한국,Korea,317,52410,7,35225,481,romance,romance,12세이상관람가,0,독립/예술영화
